"word","pos","definition_ko","ipa","forms"
"lunch","verb","점심(點心)을 먹다, 점심(點心)밥을 먹다, 점심 식사(點心食事)를 하다, 점심(點心)을 드시다, 점심(點心)을 잡수시다, 점심(點心)밥을 잡수시다, 점심 식사(點心食事)를 하시다, 점심(點心)밥을 드시다, 점심 식사(點心食事)를 드시다","/lʌnt͡ʃ/","[{""form"": ""lunches"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""lunching"", ""tags"": [""participle"", ""present""]}, {""form"": ""lunched"", ""tags"": [""participle"", ""past""]}, {""form"": ""lunched"", ""tags"": [""past""]}]"
"dinner","noun","저녁, 점심, 정찬, 만찬","/ˈdɪnɚ/","[{""form"": ""dinners"", ""tags"": [""plural""]}]"
"dinner","verb","저녁을 먹다, 만찬을 하다","/ˈdɪnɚ/","[{""form"": ""dinners"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""dinnering"", ""tags"": [""participle"", ""present""]}, {""form"": ""dinnered"", ""tags"": [""participle"", ""past""]}, {""form"": ""dinnered"", ""tags"": [""past""]}]"
"kiss","verb","입맞추다, 키스하다, 뽀뽀하다, 뽀뽀를 하다","/kɪs/","[{""form"": ""kisses"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""kissing"", ""tags"": [""participle"", ""present""]}, {""form"": ""kissed"", ""tags"": [""participle"", ""past""]}, {""form"": ""kissed"", ""tags"": [""past""]}, {""form"": ""kist"", ""tags"": [""obsolete"", ""participle"", ""past""]}, {""form"": ""kist"", ""tags"": [""obsolete"", ""past""]}]"
"kiss","noun","입맞춤, 키스, 뽀뽀","/kɪs/","[{""form"": ""kisses"", ""tags"": [""plural""]}]"
"college","noun","대학","/ˈkɒlɪd͡ʒ/","[{""form"": ""colleges"", ""tags"": [""plural""]}, {""form"": ""colledg"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""colledge"", ""tags"": [""alternative"", ""obsolete""]}]"
"fraction","noun","분수","/ˈfɹæk.ʃən/","[{""form"": ""fractions"", ""tags"": [""plural""]}]"
"fraction","verb","분수화하다, 작게 나누다","/ˈfɹæk.ʃən/","[{""form"": ""fractions"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""fractioning"", ""tags"": [""participle"", ""present""]}, {""form"": ""fractioned"", ""tags"": [""participle"", ""past""]}, {""form"": ""fractioned"", ""tags"": [""past""]}]"
"consume","verb","소비하다, 먹다","/kənˈsum/","[{""form"": ""consumes"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""consuming"", ""tags"": [""participle"", ""present""]}, {""form"": ""consumed"", ""tags"": [""participle"", ""past""]}, {""form"": ""consumed"", ""tags"": [""past""]}]"
"consumption","noun","소비","/kənˈsʌmp.ʃən/","[{""form"": ""consumptions"", ""tags"": [""plural""]}]"
"maximum","noun","최대, 최고","/ˈmæksɪməm/","[{""form"": ""maxima"", ""tags"": [""plural""]}, {""form"": ""maximums"", ""tags"": [""plural""]}]"
"maximum","adj","최대의, 최고의","/ˈmæksɪməm/","[]"
"minimum","noun","최소, 최저","/ˈmɪnɪməm/","[{""form"": ""minima"", ""tags"": [""plural""]}, {""form"": ""minimums"", ""tags"": [""plural""]}]"
"minimum","adj","최소의","/ˈmɪnɪməm/","[]"
"staff","noun","막대기, 막대, 보표, 인원, 직원, 종업원, 스태프","[stæf]","[{""form"": ""staffs"", ""tags"": [""plural""]}, {""form"": ""staves"", ""tags"": [""plural""]}, {""form"": ""staff"", ""tags"": [""plural""]}]"
"staff","verb","직원으로 채용하다, 인원을 배치하다","[stæf]","[{""form"": ""staffs"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""staffing"", ""tags"": [""participle"", ""present""]}, {""form"": ""staffed"", ""tags"": [""participle"", ""past""]}, {""form"": ""staffed"", ""tags"": [""past""]}]"
"phone","noun","전화를 걸다, 전화하다","/foʊ̯n/","[{""form"": ""phones"", ""tags"": [""plural""]}, {""form"": ""'phone"", ""tags"": [""alternative"", ""dated""]}]"
"phone","verb","전화를 걸다, 전화하다","/foʊ̯n/","[{""form"": ""phones"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""phoning"", ""tags"": [""participle"", ""present""]}, {""form"": ""phoned"", ""tags"": [""participle"", ""past""]}, {""form"": ""phoned"", ""tags"": [""past""]}, {""form"": ""'phone"", ""tags"": [""alternative"", ""dated""]}]"
"net","noun","그물, 망, 네트워크","/nɛt/","[{""form"": ""nets"", ""tags"": [""plural""]}, {""form"": ""nett"", ""tags"": [""alternative""]}]"
"net","verb","그물로 잡다, 순이익을 올리다","/nɛt/","[{""form"": ""nets"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""netting"", ""tags"": [""participle"", ""present""]}, {""form"": ""netted"", ""tags"": [""participle"", ""past""]}, {""form"": ""nett"", ""tags"": [""alternative""]}]"
"net","adj","순수한, 최종의","/nɛt/","[{""form"": ""nett"", ""tags"": [""alternative""]}]"
"net","adv","순수하게, 차감하여","/nɛt/","[{""form"": ""nett"", ""tags"": [""alternative""]}]"
"side","noun","쪽, 측면, 옆구리","/saɪd/","[{""form"": ""sides"", ""tags"": [""plural""]}]"
"side","adj","측면의, 곁의, 부수적인","/saɪd/","[{""form"": ""more side"", ""tags"": [""comparative""]}, {""form"": ""most side"", ""tags"": [""superlative""]}]"
"side","verb","편들다, 지지하다","/saɪd/","[{""form"": ""sides"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""siding"", ""tags"": [""participle"", ""present""]}, {""form"": ""sided"", ""tags"": [""participle"", ""past""]}]"
"side","adv","옆으로, 한쪽으로","/saɪd/","[{""form"": ""more side"", ""tags"": [""comparative""]}, {""form"": ""most side"", ""tags"": [""superlative""]}]"
"switch","noun","스위치, 개폐기, 포인트","/swɪt͡ʃ/","[{""form"": ""switches"", ""tags"": [""plural""]}]"
"switch","verb","바꾸다, 전환하다, 교환하다","/swɪt͡ʃ/","[{""form"": ""switches"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""switching"", ""tags"": [""participle"", ""present""]}, {""form"": ""switched"", ""tags"": [""participle"", ""past""]}, {""form"": ""switched"", ""tags"": [""past""]}]"
"switch","adj","전환의, 교체하는","/swɪt͡ʃ/","[]"
"simultaneously","adv","동시에","/ˌsaɪmlˈteɪnɪəsli/","[]"
"ship","noun","배, 선박, 선","/ʃɪp/","[{""form"": ""ships"", ""tags"": [""plural""]}, {""form"": ""shippe"", ""tags"": [""alternative"", ""obsolete""]}]"
"ship","verb","배송하다, 운송하다, 배로 보내다","/ʃɪp/","[{""form"": ""ships"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""shipping"", ""tags"": [""participle"", ""present""]}, {""form"": ""shipped"", ""tags"": [""participle"", ""past""]}, {""form"": ""shipped"", ""tags"": [""past""]}]"
"android","noun","안드로이드, 로봇, 인조인간","/ˈænˌdɹɔɪd/","[{""form"": ""androids"", ""tags"": [""plural""]}, {""form"": ""androides"", ""tags"": [""alternative"", ""dated""]}, {""form"": ""Androids"", ""tags"": [""plural""]}]"
"android","adj","안드로이드의, 인간형 로봇의","/ˈænˌdɹɔɪd/","[{""form"": ""more android"", ""tags"": [""comparative""]}, {""form"": ""most android"", ""tags"": [""superlative""]}, {""form"": ""androides"", ""tags"": [""alternative"", ""dated""]}]"
"birthday","noun","생일, 생신, 탄신, 생년월일","/ˈbɝθˌdeɪ/","[{""form"": ""birthdays"", ""tags"": [""plural""]}, {""form"": ""birth-day"", ""tags"": [""alternative"", ""archaic""]}, {""form"": ""birfday"", ""tags"": [""alternative"", ""pronunciation-spelling""]}]"
"birthday","verb","생일을 축하하다","/ˈbɝθˌdeɪ/","[{""form"": ""birthdays"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""birthdaying"", ""tags"": [""participle"", ""present""]}, {""form"": ""birthdayed"", ""tags"": [""participle"", ""past""]}, {""form"": ""birthdayed"", ""tags"": [""past""]}, {""form"": ""birth-day"", ""tags"": [""alternative"", ""archaic""]}, {""form"": ""birfday"", ""tags"": [""alternative"", ""pronunciation-spelling""]}]"
"privacy","noun","사생활, 프라이버시","/ˈpɹɪv.ə.si/","[{""form"": ""privacies"", ""tags"": [""plural""]}]"
"needle","noun","바늘","/ˈniː.dl̩/","[{""form"": ""needles"", ""tags"": [""plural""]}]"
"needle","verb","바늘로 찌르다, 괴롭히다","/ˈniː.dl̩/","[{""form"": ""needles"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""needling"", ""tags"": [""participle"", ""present""]}, {""form"": ""needled"", ""tags"": [""participle"", ""past""]}, {""form"": ""needled"", ""tags"": [""past""]}]"
"closed","adj","닫은","/kləʊzd/","[]"
"closed","verb","닫힌, 폐쇄된","/kləʊzd/","[]"
"christmas","noun","크리스마스, 성탄절","/ˈkɹɪsməs/","[]"
"christmas","adj","크리스마스의","/ˈkɹɪsməs/","[]"
"christmas","verb","크리스마스를 지내다","/ˈkɹɪsməs/","[{""form"": ""Christmases"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""Christmasses"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""Christmasing"", ""tags"": [""participle"", ""present""]}, {""form"": ""Christmassing"", ""tags"": [""participle"", ""present""]}, {""form"": ""Christmased"", ""tags"": [""participle"", ""past""]}, {""form"": ""Christmased"", ""tags"": [""past""]}, {""form"": ""Christmassed"", ""tags"": [""participle"", ""past""]}, {""form"": ""Christmassed"", ""tags"": [""past""]}, {""form"": ""Xmas"", ""tags"": [""alternative""]}]"
"christmas","intj","맙소사! (크리스마스!)","/ˈkɹɪsməs/","[]"
"chop","noun","토막고기, 토막","/t͡ʃɑp/","[{""form"": ""chops"", ""tags"": [""plural""]}, {""form"": ""chap"", ""tags"": [""alternative""]}, {""form"": ""chope"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""CHOPs"", ""tags"": [""plural""]}]"
"chop","verb","썰다","/t͡ʃɑp/","[{""form"": ""chops"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""chopping"", ""tags"": [""participle"", ""present""]}, {""form"": ""chopped"", ""tags"": [""participle"", ""past""]}, {""form"": ""chope"", ""tags"": [""alternative"", ""obsolete""]}]"
"pleasure","noun","쾌락, 환락, 기쁨, 즐거움, 쾌감","/ˈplɛʒə/","[{""form"": ""pleasures"", ""tags"": [""plural""]}]"
"pleasure","intj","쾌락, 환락, 기쁨, 즐거움, 쾌감","/ˈplɛʒə/","[]"
"pleasure","verb","기쁘게 하다 (명사형 용법 보완)","/ˈplɛʒə/","[{""form"": ""pleasures"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""pleasuring"", ""tags"": [""participle"", ""present""]}, {""form"": ""pleasured"", ""tags"": [""participle"", ""past""]}, {""form"": ""pleasured"", ""tags"": [""past""]}]"
"bang","noun","쾅","/ˈbæŋ/","[{""form"": ""bangs"", ""tags"": [""plural""]}, {""form"": ""bangue"", ""tags"": [""alternative""]}]"
"bang","verb","쾅 치다, 쾅 부딪치다","/ˈbæŋ/","[{""form"": ""bangs"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""banging"", ""tags"": [""participle"", ""present""]}, {""form"": ""banged"", ""tags"": [""participle"", ""past""]}, {""form"": ""banged"", ""tags"": [""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""bang"", ""tags"": [""infinitive""]}, {""form"": ""bang"", ""tags"": [""first-person"", ""present"", ""singular""]}, {""form"": ""banged"", ""tags"": [""first-person"", ""past"", ""singular""]}, {""form"": ""bang"", ""tags"": [""present"", ""second-person"", ""singular""]}, {""form"": ""bangest"", ""tags"": [""archaic"", ""present"", ""second-person"", ""singular""]}, {""form"": ""banged"", ""tags"": [""past"", ""second-person"", ""singular""]}, {""form"": ""bangedst"", ""tags"": [""archaic"", ""past"", ""second-person"", ""singular""]}, {""form"": ""bangs"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""bangeth"", ""tags"": [""archaic"", ""present"", ""singular"", ""third-person""]}, {""form"": ""banged"", ""tags"": [""past"", ""singular"", ""third-person""]}, {""form"": ""bang"", ""tags"": [""plural"", ""present""]}, {""form"": ""banged"", ""tags"": [""past"", ""plural""]}, {""form"": ""bang"", ""tags"": [""present"", ""subjunctive""]}, {""form"": ""banged"", ""tags"": [""past"", ""subjunctive""]}, {""form"": ""bang"", ""tags"": [""imperative"", ""present""]}, {""form"": ""banging"", ""tags"": [""participle"", ""present""]}, {""form"": ""banged"", ""tags"": [""participle"", ""past""]}, {""form"": ""bangue"", ""tags"": [""alternative""]}]"
"bang","adv","쾅 하고, 정통으로","/ˈbæŋ/","[{""form"": ""more bang"", ""tags"": [""comparative""]}, {""form"": ""most bang"", ""tags"": [""superlative""]}, {""form"": ""bangue"", ""tags"": [""alternative""]}]"
"bang","intj","빵, 팡","/ˈbæŋ/","[{""form"": ""bangue"", ""tags"": [""alternative""]}]"
"mate","noun","동무","[meɪt]","[{""form"": ""mates"", ""tags"": [""plural""]}]"
"mate","verb","짝을 이루다, 짝짓기하다","[meɪt]","[{""form"": ""mates"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""mating"", ""tags"": [""participle"", ""present""]}, {""form"": ""mated"", ""tags"": [""participle"", ""past""]}]"
"belt","noun","벨트, 허리띠, 지대","/bɛlt/","[{""form"": ""belts"", ""tags"": [""plural""]}]"
"belt","verb","벨트로 매다, 세게 때리다","/bɛlt/","[{""form"": ""belts"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""belting"", ""tags"": [""participle"", ""present""]}, {""form"": ""belted"", ""tags"": [""participle"", ""past""]}, {""form"": ""belted"", ""tags"": [""past""]}]"
"characteristic","adj","특징적인, 독특한","/ˌkæɹəktəˈɹɪstɪk/","[{""form"": ""more characteristic"", ""tags"": [""comparative""]}, {""form"": ""most characteristic"", ""tags"": [""superlative""]}]"
"characteristic","noun","특성, 특징","/ˌkæɹəktəˈɹɪstɪk/","[{""form"": ""characteristics"", ""tags"": [""plural""]}]"
"relate","verb","관련시키다, 이야기하다","/ɹɪˈleɪt/","[{""form"": ""relates"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""relating"", ""tags"": [""participle"", ""present""]}, {""form"": ""related"", ""tags"": [""participle"", ""past""]}, {""form"": ""related"", ""tags"": [""past""]}]"
"contain","verb","포함하다, 담다","/kənˈteɪn/","[{""form"": ""contains"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""containing"", ""tags"": [""participle"", ""present""]}, {""form"": ""contained"", ""tags"": [""participle"", ""past""]}, {""form"": ""contained"", ""tags"": [""past""]}]"
"injure","verb","해치다","/ˈɪn.d͡ʒɚ/","[{""form"": ""injures"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""injuring"", ""tags"": [""participle"", ""present""]}, {""form"": ""injured"", ""tags"": [""participle"", ""past""]}, {""form"": ""injured"", ""tags"": [""past""]}]"
"bitch","noun","암캐, 개년, 년","/bɪt͡ʃ/","[{""form"": ""bitches"", ""tags"": [""plural""]}, {""form"": ""betch"", ""tags"": [""alternative""]}, {""form"": ""biatch"", ""tags"": [""alternative""]}, {""form"": ""biotch"", ""tags"": [""alternative""]}, {""form"": ""beatch"", ""tags"": [""alternative""]}, {""form"": ""beotch"", ""tags"": [""alternative""]}, {""form"": ""bih"", ""tags"": [""alternative""]}, {""form"": ""binch"", ""tags"": [""alternative""]}, {""form"": ""bish"", ""tags"": [""alternative""]}, {""form"": ""biyatch"", ""tags"": [""alternative""]}, {""form"": ""biyotch"", ""tags"": [""alternative""]}, {""form"": ""beeyatch"", ""tags"": [""alternative""]}, {""form"": ""beeyotch"", ""tags"": [""alternative""]}, {""form"": ""bizatch"", ""tags"": [""alternative""]}, {""form"": ""biz-atch"", ""tags"": [""alternative""]}, {""form"": ""biznatch"", ""tags"": [""alternative""]}, {""form"": ""b-word"", ""tags"": [""alternative""]}, {""form"": ""rhymes-with-rich"", ""tags"": [""alternative""]}]"
"movie","noun","영화","/ˈmuːvi/","[{""form"": ""movies"", ""tags"": [""plural""]}]"
"recording","verb","녹음하다 (진행형)","/ɹɪˈkɔː(ɹ)dɪŋ/","[]"
"recording","noun","녹음, 록음","/ɹɪˈkɔː(ɹ)dɪŋ/","[{""form"": ""recordings"", ""tags"": [""plural""]}]"
"center","noun","중심, 중앙, 가운데, 센터","/ˈsɛn.(t)ɚ/","[{""form"": ""centers"", ""tags"": [""plural""]}, {""form"": ""centre"", ""tags"": [""alternative"", ""Australia"", ""Canada"", ""Commonwealth"", ""Ireland"", ""New-Zealand"", ""South-Africa"", ""UK"", ""including"", ""usually""]}]"
"center","adj","중심의, 한가운데의","/ˈsɛn.(t)ɚ/","[{""form"": ""centre"", ""tags"": [""alternative"", ""Australia"", ""Canada"", ""Commonwealth"", ""Ireland"", ""New-Zealand"", ""South-Africa"", ""UK"", ""including"", ""usually""]}]"
"center","verb","중심에 두다, 집중시키다","/ˈsɛn.(t)ɚ/","[{""form"": ""centers"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""centering"", ""tags"": [""participle"", ""present""]}, {""form"": ""centered"", ""tags"": [""participle"", ""past""]}, {""form"": ""centered"", ""tags"": [""past""]}, {""form"": ""centre"", ""tags"": [""alternative"", ""Australia"", ""Canada"", ""Commonwealth"", ""Ireland"", ""New-Zealand"", ""South-Africa"", ""UK"", ""including"", ""usually""]}]"
"attribute","noun","속성, 특질, 한정사, 수식어","/ˈæt.ɹɪ.bjuːt/","[{""form"": ""attributes"", ""tags"": [""plural""]}]"
"attribute","verb","~의 덕분으로 보다, 탓으로 돌리다","/əˈtɹɪb.juːt/","[{""form"": ""attributes"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""attributing"", ""tags"": [""participle"", ""present""]}, {""form"": ""attributed"", ""tags"": [""participle"", ""past""]}, {""form"": ""attributed"", ""tags"": [""past""]}, {""form"": ""no-table-tags"", ""tags"": [""table-tags""]}, {""form"": ""glossary"", ""tags"": [""inflection-template""]}, {""form"": ""attribute"", ""tags"": [""infinitive""]}, {""form"": ""attribute"", ""tags"": [""first-person"", ""present"", ""singular""]}, {""form"": ""attributed"", ""tags"": [""first-person"", ""past"", ""singular""]}, {""form"": ""attribute"", ""tags"": [""present"", ""second-person"", ""singular""]}, {""form"": ""attributest"", ""tags"": [""archaic"", ""present"", ""second-person"", ""singular""]}, {""form"": ""attributed"", ""tags"": [""past"", ""second-person"", ""singular""]}, {""form"": ""attributedst"", ""tags"": [""archaic"", ""past"", ""second-person"", ""singular""]}, {""form"": ""attributes"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""attributeth"", ""tags"": [""archaic"", ""present"", ""singular"", ""third-person""]}, {""form"": ""attributed"", ""tags"": [""past"", ""singular"", ""third-person""]}, {""form"": ""attribute"", ""tags"": [""plural"", ""present""]}, {""form"": ""attributed"", ""tags"": [""past"", ""plural""]}, {""form"": ""attribute"", ""tags"": [""present"", ""subjunctive""]}, {""form"": ""attributed"", ""tags"": [""past"", ""subjunctive""]}, {""form"": ""attribute"", ""tags"": [""imperative"", ""present""]}, {""form"": ""attributing"", ""tags"": [""participle"", ""present""]}, {""form"": ""attributed"", ""tags"": [""participle"", ""past""]}]"
"pair","noun","한쌍, 켤레, 페어, 일대, 짝, 면짝","/pɛə/","[{""form"": ""pairs"", ""tags"": [""plural""]}, {""form"": ""pair"", ""tags"": [""archaic"", ""dialectal"", ""plural""]}]"
"pair","verb","짝을 짓다, 쌍을 이루다","/pɛə/","[{""form"": ""pairs"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""pairing"", ""tags"": [""participle"", ""present""]}, {""form"": ""paired"", ""tags"": [""participle"", ""past""]}, {""form"": ""paired"", ""tags"": [""past""]}]"
"operation","noun","작용, 수술, 작전","/ˌɒp.əˈɹeɪ.ʃən/","[{""form"": ""operations"", ""tags"": [""plural""]}]"
"mail","noun","우편","/meɪl/","[{""form"": ""mails"", ""tags"": [""plural""]}, {""form"": ""maille"", ""tags"": [""alternative""]}, {""form"": ""maile"", ""tags"": [""alternative""]}, {""form"": ""maill"", ""tags"": [""alternative""]}]"
"mail","verb","우편으로 보내다, 우송하다","/meɪl/","[{""form"": ""mails"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""mailing"", ""tags"": [""participle"", ""present""]}, {""form"": ""mailed"", ""tags"": [""participle"", ""past""]}, {""form"": ""maille"", ""tags"": [""alternative""]}]"
"flu","noun","인플루엔자","/fluː/","[{""form"": ""flus"", ""tags"": [""plural""]}, {""form"": ""'flu"", ""tags"": [""alternative"", ""dated""]}, {""form"": ""floo"", ""tags"": [""alternative"", ""dated""]}]"
"heat","noun","열, 더위","/hiːt/","[{""form"": ""heats"", ""tags"": [""plural""]}]"
"heat","verb","데우다, 가열하다","/hiːt/","[{""form"": ""heats"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""heating"", ""tags"": [""participle"", ""present""]}, {""form"": ""heated"", ""tags"": [""participle"", ""past""]}, {""form"": ""heated"", ""tags"": [""past""]}, {""form"": ""heat"", ""tags"": [""dialectal"", ""obsolete"", ""participle"", ""past""]}, {""form"": ""heat"", ""tags"": [""dialectal"", ""obsolete"", ""past""]}, {""form"": ""het"", ""tags"": [""dialectal"", ""participle"", ""past""]}, {""form"": ""het"", ""tags"": [""dialectal"", ""past""]}]"
"factory","noun","공장","/ˈfæk.tə.ɹi/","[{""form"": ""factories"", ""tags"": [""plural""]}]"
"factory","adj","공장의","/ˈfæk.tə.ɹi/","[]"
"gasoline","noun","가솔린, 휘발유, 기름","/ˈɡæs.ə.liːn/","[{""form"": ""gasolines"", ""tags"": [""plural""]}, {""form"": ""gasolene"", ""tags"": [""alternative""]}]"
"gasoline","adj","가솔린의, 휘발유의","/ˈɡæs.ə.liːn/","[{""form"": ""gasolene"", ""tags"": [""alternative""]}]"
"nail","noun","손톱, 발톱, 못","/neɪl/","[{""form"": ""nails"", ""tags"": [""plural""]}]"
"nail","verb","못을 박다, 꼼짝 못하게 하다","/neɪl/","[{""form"": ""nails"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""nailing"", ""tags"": [""participle"", ""present""]}, {""form"": ""nailed"", ""tags"": [""participle"", ""past""]}, {""form"": ""nailed"", ""tags"": [""past""]}]"
"punch","noun","펀치","/pʌnt͡ʃ/","[{""form"": ""punches"", ""tags"": [""plural""]}, {""form"": ""punce"", ""tags"": [""alternative""]}, {""form"": ""pince"", ""tags"": [""alternative""]}, {""form"": ""Punches"", ""tags"": [""plural""]}]"
"punch","verb","주먹으로 치다, 구멍을 뚫다","/pʌnt͡ʃ/","[{""form"": ""punches"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""punching"", ""tags"": [""participle"", ""present""]}, {""form"": ""punched"", ""tags"": [""participle"", ""past""]}]"
"constant","adj","끊임없는, 일정한, 변함없는","/ˈkɑnstənt/","[{""form"": ""more constant"", ""tags"": [""comparative""]}, {""form"": ""most constant"", ""tags"": [""superlative""]}]"
"constant","noun","변하지 않는 것, 상수, 정수","/ˈkɑnstənt/","[{""form"": ""constants"", ""tags"": [""plural""]}]"
"operator","noun","조작자, 오퍼레이터","/ˈɒpəˌɹeɪtə/","[{""form"": ""operators"", ""tags"": [""plural""]}]"
"plastic","noun","플라스틱","/ˈplæstɪk/","[{""form"": ""plastics"", ""tags"": [""plural""]}, {""form"": ""plastick"", ""tags"": [""alternative""]}]"
"plastic","adj","플라스틱의, 성형의, 유연한","/ˈplæstɪk/","[{""form"": ""more plastic"", ""tags"": [""comparative""]}, {""form"": ""most plastic"", ""tags"": [""superlative""]}, {""form"": ""plastick"", ""tags"": [""alternative""]}]"
"railroad","noun","철도","/ˈɹeɪlɹoʊd/","[{""form"": ""railroads"", ""tags"": [""plural""]}]"
"railroad","verb","철도로 운송하다","/ˈɹeɪlɹoʊd/","[{""form"": ""railroads"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""railroading"", ""tags"": [""participle"", ""present""]}, {""form"": ""railroaded"", ""tags"": [""participle"", ""past""]}, {""form"": ""railroaded"", ""tags"": [""past""]}]"
"gear","noun","기어, 장비","/ɡɪɚ/","[{""form"": ""gears"", ""tags"": [""plural""]}]"
"gear","verb","맞추다, 준비시키다","/ɡɪɚ/","[{""form"": ""gears"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""gearing"", ""tags"": [""participle"", ""present""]}, {""form"": ""geared"", ""tags"": [""participle"", ""past""]}, {""form"": ""geared"", ""tags"": [""past""]}]"
"gear","adj","장비의","/ɡɪɚ/","[{""form"": ""more gear"", ""tags"": [""comparative""]}, {""form"": ""most gear"", ""tags"": [""superlative""]}]"
"bar","noun","술집, 바, 퍼브","/bɑː/","[{""form"": ""bars"", ""tags"": [""plural""]}]"
"bar","verb","술집에 들르다, 가로막다, 빗장을 걸다","/bɑː/","[{""form"": ""bars"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""barring"", ""tags"": [""participle"", ""present""]}, {""form"": ""barred"", ""tags"": [""participle"", ""past""]}, {""form"": ""barred"", ""tags"": [""past""]}]"
"bar","prep","술집, 바, 퍼브","/bɑː/","[]"
"sail","noun","돛","/seɪl/","[{""form"": ""sails"", ""tags"": [""plural""]}]"
"sail","verb","항해하다, 배를 타고 가다","/seɪl/","[{""form"": ""sails"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""sailing"", ""tags"": [""participle"", ""present""]}, {""form"": ""sailed"", ""tags"": [""participle"", ""past""]}, {""form"": ""sailed"", ""tags"": [""past""]}]"
"economy","noun","경제","/ɪˈkɒ.nə.mi/","[{""form"": ""economies"", ""tags"": [""plural""]}, {""form"": ""oeconomy"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""œconomy"", ""tags"": [""alternative"", ""obsolete""]}]"
"economy","adj","경제의, 실속 있는","/ɪˈkɒ.nə.mi/","[{""form"": ""oeconomy"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""œconomy"", ""tags"": [""alternative"", ""obsolete""]}]"
"economy","adv","절약하여, 경제적으로","/ɪˈkɒ.nə.mi/","[{""form"": ""oeconomy"", ""tags"": [""alternative"", ""obsolete""]}, {""form"": ""œconomy"", ""tags"": [""alternative"", ""obsolete""]}]"
"slave","noun","노예, 노례","/sleɪv/","[{""form"": ""slaves"", ""tags"": [""plural""]}]"
"slave","verb","노예처럼 일하다, 혹사당하다","/sleɪv/","[{""form"": ""slaves"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""slaving"", ""tags"": [""participle"", ""present""]}, {""form"": ""slaved"", ""tags"": [""participle"", ""past""]}, {""form"": ""slaved"", ""tags"": [""past""]}]"
"campaign","noun","캠페인, 전역, 깜빠니아","/kæmˈpeɪn/","[{""form"": ""campaigns"", ""tags"": [""plural""]}]"
"campaign","verb","캠페인을 벌이다, 선거운동을 하다","/kæmˈpeɪn/","[{""form"": ""campaigns"", ""tags"": [""present"", ""singular"", ""third-person""]}, {""form"": ""campaigning"", ""tags"": [""participle"", ""present""]}, {""form"": ""campaigned"", ""tags"": [""participle"", ""past""]}, {""form"": ""campaigned"", ""tags"": [""past""]}]"
"union","noun","연맹, 련맹, 동맹, 합집합, 화집합, 결혼, 혼인, 성교","/ˈjuː.njən/","[{""form"": ""unions"", ""tags"": [""plural""]}, {""form"": ""Unions"", ""tags"": [""plural""]}]"
